image,session,frame,n_apples,mean_value,mean_saturation
20150921_131453_image686.png,20150921_131453,686,33,111.52754974365234,111.06539154052734
20150921_131453_image691.png,20150921_131453,691,30,119.23196411132812,116.34597778320312
20150921_131453_image701.png,20150921_131453,701,27,128.0978240966797,115.45482635498047
20150921_131453_image711.png,20150921_131453,711,26,136.63465881347656,118.96395874023438
20150921_131453_image721.png,20150921_131453,721,29,133.66650390625,126.55391693115234
20150921_131453_image731.png,20150921_131453,731,30,127.22313690185547,123.42903900146484
20150921_131453_image746.png,20150921_131453,746,54,104.4975357055664,119.63579559326172
20150921_131453_image801.png,20150921_131453,801,70,134.8942413330078,125.89576721191406
20150921_131453_image831.png,20150921_131453,831,54,115.16387939453125,129.6373291015625
20150921_131453_image841.png,20150921_131453,841,54,109.77621459960938,128.8582000732422
20150921_131453_image891.png,20150921_131453,891,58,122.54806518554688,117.9498291015625
20150921_131453_image936.png,20150921_131453,936,44,124.08322143554688,131.5101776123047
20150921_131453_image946.png,20150921_131453,946,44,122.8787841796875,128.64608764648438
20150921_131453_image951.png,20150921_131453,951,54,126.00527954101562,128.11895751953125
20150921_131453_image966.png,20150921_131453,966,43,132.55076599121094,129.0620880126953
20150921_131453_image986.png,20150921_131453,986,46,113.58626556396484,129.61427307128906
20150921_131453_image991.png,20150921_131453,991,57,114.17142486572266,131.45211791992188
20150921_131453_image996.png,20150921_131453,996,57,114.53057861328125,128.04029846191406
20150921_131453_image1021.png,20150921_131453,1021,64,105.4185562133789,123.56403350830078
20150921_131453_image1056.png,20150921_131453,1056,56,112.71624755859375,122.69488525390625
20150921_131453_image1066.png,20150921_131453,1066,39,124.21876525878906,120.19454193115234
20150921_131453_image1071.png,20150921_131453,1071,30,128.1488800048828,121.32152557373047
20150921_131453_image1076.png,20150921_131453,1076,32,124.53643035888672,123.91059112548828
20150921_131453_image1081.png,20150921_131453,1081,52,128.38316345214844,127.13157653808594
20150921_131453_image1086.png,20150921_131453,1086,45,131.26019287109375,125.57552337646484
20150921_131453_image1096.png,20150921_131453,1096,39,138.9381561279297,127.23656463623047
20150921_131453_image1101.png,20150921_131453,1101,34,135.97618103027344,129.27291870117188
20150921_131453_image1111.png,20150921_131453,1111,37,136.00672912597656,132.12283325195312
20150921_131453_image1116.png,20150921_131453,1116,35,135.48434448242188,129.4832000732422
20150921_131453_image1121.png,20150921_131453,1121,35,127.9157485961914,128.2559051513672
20150921_131453_image1126.png,20150921_131453,1126,38,118.49057006835938,126.68940734863281
20150921_131453_image1141.png,20150921_131453,1141,48,95.53243255615234,120.63544464111328
20150921_131453_image1161.png,20150921_131453,1161,47,91.64421844482422,108.20602416992188
20150921_131453_image1196.png,20150921_131453,1196,45,105.89337921142578,101.07208251953125
20150921_131453_image1201.png,20150921_131453,1201,49,108.90217590332031,102.87226867675781
20150921_131453_image1211.png,20150921_131453,1211,44,110.3078842163086,102.50418090820312
20150921_131453_image1241.png,20150921_131453,1241,52,101.32337951660156,104.77494812011719
20150921_131625_image1.png,20150921_131625,1,61,111.25005340576172,126.94644165039062
20150921_131625_image31.png,20150921_131625,31,61,118.14830017089844,119.60452270507812
20150921_131625_image76.png,20150921_131625,76,40,122.78931427001953,116.92003631591797
20150921_131625_image91.png,20150921_131625,91,39,102.6961441040039,124.91947937011719
20150921_131625_image156.png,20150921_131625,156,58,116.40164947509766,111.62899017333984
20150921_131625_image161.png,20150921_131625,161,57,119.45711517333984,113.41844940185547
20150921_131625_image186.png,20150921_131625,186,45,132.16030883789062,128.28399658203125
20150921_131625_image201.png,20150921_131625,201,47,120.30160522460938,130.68817138671875
20150921_131625_image226.png,20150921_131625,226,47,104.92172241210938,123.79981231689453
20150921_131625_image236.png,20150921_131625,236,48,104.41761016845703,122.6069107055664
20150921_131625_image271.png,20150921_131625,271,73,93.71331787109375,119.22506713867188
20150921_131625_image301.png,20150921_131625,301,93,117.72399139404297,120.08211517333984
20150921_131625_image306.png,20150921_131625,306,87,114.7127456665039,119.28766632080078
20150921_131625_image336.png,20150921_131625,336,96,96.96734619140625,115.63550567626953
20150921_131625_image361.png,20150921_131625,361,100,97.32378387451172,116.35303497314453
20150921_131625_image441.png,20150921_131625,441,78,116.72679901123047,97.14041900634766
20150921_131625_image471.png,20150921_131625,471,92,133.16180419921875,96.12308502197266
20150921_131625_image501.png,20150921_131625,501,103,128.87252807617188,117.70093536376953
20150921_131625_image511.png,20150921_131625,511,98,108.80464935302734,123.05426788330078
20150921_131625_image546.png,20150921_131625,546,98,110.46053314208984,126.66320037841797
20150921_131625_image636.png,20150921_131625,636,46,135.905517578125,129.5256805419922
20150921_131625_image641.png,20150921_131625,641,43,133.7843475341797,129.87432861328125
20150921_131625_image646.png,20150921_131625,646,39,126.80091094970703,131.92428588867188
20150921_131625_image651.png,20150921_131625,651,37,119.71939849853516,132.88449096679688
20150921_131625_image656.png,20150921_131625,656,36,118.74647521972656,132.75796508789062
20150921_131625_image661.png,20150921_131625,661,32,117.79928588867188,135.4569854736328
20150921_131625_image666.png,20150921_131625,666,30,116.70696258544922,132.33306884765625
20150921_131625_image671.png,20150921_131625,671,27,113.73126983642578,132.33526611328125
20150921_131625_image676.png,20150921_131625,676,29,112.00548553466797,129.3839874267578
20150921_131625_image681.png,20150921_131625,681,33,113.70531463623047,126.07814025878906
20150921_131625_image686.png,20150921_131625,686,37,114.9913330078125,123.51459503173828
20150921_131625_image691.png,20150921_131625,691,42,115.08109283447266,126.01924133300781
20150921_131625_image696.png,20150921_131625,696,36,114.49368286132812,123.73069763183594
20150921_131625_image701.png,20150921_131625,701,28,111.34774017333984,123.4897232055664
20150921_131625_image706.png,20150921_131625,706,27,110.28890991210938,121.36114501953125
20150921_131625_image711.png,20150921_131625,711,27,113.30305480957031,119.88027954101562
20150921_131625_image726.png,20150921_131625,726,34,102.76592254638672,120.95352172851562
20150921_131625_image746.png,20150921_131625,746,63,102.07058715820312,107.8835220336914
20150921_131625_image751.png,20150921_131625,751,63,100.6260757446289,109.79467010498047
20150921_131625_image801.png,20150921_131625,801,73,126.60376739501953,102.60552215576172
20150921_131625_image806.png,20150921_131625,806,80,125.62385559082031,104.87167358398438
20150921_131625_image851.png,20150921_131625,851,95,99.93824768066406,119.71037292480469
20150921_131625_image881.png,20150921_131625,881,81,115.56753540039062,100.41153717041016
20150921_131625_image906.png,20150921_131625,906,80,105.25940704345703,105.79341888427734
20150921_131625_image966.png,20150921_131625,966,85,114.91678619384766,110.24951934814453
20150921_131625_image1001.png,20150921_131625,1001,60,118.99528503417969,89.74138641357422
20150921_131625_image1051.png,20150921_131625,1051,53,119.08055877685547,101.20143127441406
20150921_131625_image1056.png,20150921_131625,1056,45,119.3711166381836,100.44841003417969
20150921_131625_image1091.png,20150921_131625,1091,50,112.2929916381836,106.52678680419922
20150921_131625_image1096.png,20150921_131625,1096,47,113.71102142333984,107.42544555664062
20150921_131625_image1101.png,20150921_131625,1101,50,113.48780059814453,109.34317779541016
20150921_131625_image1111.png,20150921_131625,1111,53,112.82002258300781,111.08956909179688
20150921_131729_image1.png,20150921_131729,1,11,120.04061126708984,120.86479187011719
20150921_131729_image6.png,20150921_131729,6,10,119.55896759033203,119.43363189697266
20150921_131729_image11.png,20150921_131729,11,11,119.44487762451172,118.0335693359375
20150921_131729_image21.png,20150921_131729,21,11,119.33895111083984,116.42072296142578
20150921_131729_image71.png,20150921_131729,71,19,116.42767333984375,117.6759033203125
20150921_131729_image116.png,20150921_131729,116,21,103.77328491210938,121.7261962890625
20150921_131729_image166.png,20150921_131729,166,10,99.73210144042969,119.93197631835938
20150921_131729_image171.png,20150921_131729,171,8,98.2985610961914,120.49364471435547
20150921_131729_image176.png,20150921_131729,176,8,98.83158111572266,120.08002471923828
20150921_131729_image251.png,20150921_131729,251,39,105.949951171875,118.3590087890625
20150921_131729_image256.png,20150921_131729,256,43,112.26380157470703,116.85498046875
20150921_131729_image281.png,20150921_131729,281,41,137.26344299316406,125.15550231933594
20150921_131729_image286.png,20150921_131729,286,41,141.4393310546875,127.34255981445312
20150921_131729_image291.png,20150921_131729,291,39,139.8022918701172,130.95257568359375
20150921_131729_image306.png,20150921_131729,306,43,129.51173400878906,136.49423217773438
20150921_131729_image311.png,20150921_131729,311,38,125.66461944580078,134.36587524414062
20150921_131729_image366.png,20150921_131729,366,38,115.12891387939453,119.0096664428711
20150921_131729_image391.png,20150921_131729,391,17,107.06584930419922,118.90825653076172
20150921_131729_image396.png,20150921_131729,396,17,98.87650299072266,118.2335205078125
20150921_131729_image421.png,20150921_131729,421,13,97.71809387207031,121.16026306152344
20150921_131729_image426.png,20150921_131729,426,14,96.62144470214844,116.09752655029297
20150921_131729_image451.png,20150921_131729,451,46,106.6595458984375,110.47261810302734
20150921_131729_image471.png,20150921_131729,471,46,120.103271484375,106.65694427490234
20150921_131729_image486.png,20150921_131729,486,45,128.88845825195312,116.5903091430664
20150921_131729_image491.png,20150921_131729,491,42,128.87496948242188,119.44711303710938
20150921_131729_image501.png,20150921_131729,501,39,131.57003784179688,123.64348602294922
20150921_131729_image551.png,20150921_131729,551,40,106.8471908569336,125.0230484008789
20150921_131729_image556.png,20150921_131729,556,34,104.01818084716797,124.855712890625
20150921_131729_image656.png,20150921_131729,656,45,101.3384017944336,118.18142700195312
20150921_131729_image661.png,20150921_131729,661,42,97.9850845336914,124.44021606445312
20150921_131729_image676.png,20150921_131729,676,46,100.943359375,116.55317687988281
20150921_131729_image771.png,20150921_131729,771,56,94.37545013427734,118.01897430419922
20150921_131729_image806.png,20150921_131729,806,48,85.33338165283203,133.40219116210938
20150921_131729_image826.png,20150921_131729,826,46,99.25862884521484,122.99394226074219
20150921_131833_image1.png,20150921_131833,1,26,131.31285095214844,132.63137817382812
20150921_131833_image6.png,20150921_131833,6,25,130.7621612548828,131.0292205810547
20150921_131833_image11.png,20150921_131833,11,27,130.3064727783203,131.0830841064453
20150921_131833_image16.png,20150921_131833,16,26,129.8689422607422,130.8126220703125
20150921_131833_image21.png,20150921_131833,21,25,128.98379516601562,130.46768188476562
20150921_131833_image26.png,20150921_131833,26,23,129.18228149414062,130.2073974609375
20150921_131833_image31.png,20150921_131833,31,26,128.594970703125,132.42649841308594
20150921_131833_image36.png,20150921_131833,36,26,129.31861877441406,131.13832092285156
20150921_131833_image41.png,20150921_131833,41,20,130.17259216308594,130.36558532714844
20150921_131833_image46.png,20150921_131833,46,23,129.804931640625,131.46253967285156
20150921_131833_image51.png,20150921_131833,51,23,127.84366607666016,131.33660888671875
20150921_131833_image56.png,20150921_131833,56,26,126.58154296875,132.44049072265625
20150921_131833_image61.png,20150921_131833,61,23,126.09738159179688,137.5546417236328
20150921_131833_image66.png,20150921_131833,66,23,127.16331481933594,135.7671661376953
20150921_131833_image71.png,20150921_131833,71,24,126.37613677978516,135.3983612060547
20150921_131833_image76.png,20150921_131833,76,23,126.56639099121094,134.53147888183594
20150921_131833_image81.png,20150921_131833,81,24,123.65914916992188,135.8841552734375
20150921_131833_image86.png,20150921_131833,86,23,121.95447540283203,135.76715087890625
20150921_131833_image91.png,20150921_131833,91,19,118.84052276611328,139.06788635253906
20150921_131833_image96.png,20150921_131833,96,22,118.04402923583984,136.1938934326172
20150921_131833_image101.png,20150921_131833,101,20,115.1575698852539,135.25961303710938
20150921_131833_image106.png,20150921_131833,106,16,119.46591186523438,131.78160095214844
20150921_131833_image111.png,20150921_131833,111,13,121.90808868408203,130.23907470703125
20150921_131833_image116.png,20150921_131833,116,11,120.30135345458984,129.21873474121094
20150921_131833_image121.png,20150921_131833,121,8,121.0003890991211,132.6771240234375
20150921_131833_image126.png,20150921_131833,126,4,122.23162841796875,128.7225341796875
20150921_131833_image131.png,20150921_131833,131,6,123.54348754882812,125.91236877441406
20150921_131833_image136.png,20150921_131833,136,7,122.20071411132812,124.34666442871094
20150921_131833_image141.png,20150921_131833,141,6,120.94407653808594,123.76016998291016
20150921_131833_image146.png,20150921_131833,146,12,119.3338623046875,121.5097427368164
20150921_131833_image151.png,20150921_131833,151,22,112.13925170898438,125.0655746459961
20150921_131833_image156.png,20150921_131833,156,30,105.45341491699219,122.28022003173828
20150921_131833_image161.png,20150921_131833,161,41,103.46501922607422,118.70792388916016
20150921_131833_image166.png,20150921_131833,166,38,105.49591827392578,116.10441589355469
20150921_131833_image171.png,20150921_131833,171,43,102.92552947998047,115.49588012695312
20150921_131833_image181.png,20150921_131833,181,45,106.655517578125,117.94461822509766
20150921_131833_image186.png,20150921_131833,186,45,109.85782623291016,112.7527084350586
20150921_131833_image191.png,20150921_131833,191,39,108.44903564453125,111.37950897216797
20150921_131833_image196.png,20150921_131833,196,40,106.33967590332031,111.86864471435547
20150921_131833_image201.png,20150921_131833,201,40,105.61993408203125,111.57145690917969
20150921_131833_image216.png,20150921_131833,216,40,107.9332046508789,109.78748321533203
20150921_131833_image221.png,20150921_131833,221,42,109.13033294677734,109.92620849609375
20150921_131833_image241.png,20150921_131833,241,51,117.02034759521484,111.79362487792969
20150921_131833_image246.png,20150921_131833,246,52,119.56216430664062,110.74018096923828
20150921_131833_image266.png,20150921_131833,266,44,119.87767028808594,112.88311004638672
20150921_131833_image271.png,20150921_131833,271,49,116.5897216796875,117.15083312988281
20150921_131833_image276.png,20150921_131833,276,48,116.62053680419922,115.11830139160156
20150921_131833_image281.png,20150921_131833,281,43,114.03253173828125,114.41241455078125
20150921_131833_image286.png,20150921_131833,286,45,110.32001495361328,116.0301742553711
20150921_131833_image296.png,20150921_131833,296,43,103.02005004882812,119.19314575195312
20150921_131833_image311.png,20150921_131833,311,39,105.73626708984375,118.08063507080078
20150921_131833_image316.png,20150921_131833,316,31,108.32266998291016,118.42745971679688
20150921_131833_image321.png,20150921_131833,321,39,111.70996856689453,116.0404052734375
20150921_131833_image326.png,20150921_131833,326,28,116.11487579345703,113.81876373291016
20150921_131833_image331.png,20150921_131833,331,26,118.59990692138672,114.59232330322266
20150921_131833_image336.png,20150921_131833,336,24,119.349365234375,111.4809799194336
20150921_131833_image341.png,20150921_131833,341,22,120.62735748291016,110.8649673461914
20150921_131833_image346.png,20150921_131833,346,29,122.51226043701172,111.17571258544922
20150921_131833_image351.png,20150921_131833,351,30,123.55045318603516,111.15563201904297
20150921_131833_image356.png,20150921_131833,356,29,124.99030303955078,113.18806457519531
20150921_131833_image366.png,20150921_131833,366,31,115.01097106933594,116.7674560546875
20150921_131833_image371.png,20150921_131833,371,41,111.76033782958984,118.50502014160156
20150921_131833_image381.png,20150921_131833,381,37,111.87519836425781,117.92948150634766
20150921_131833_image386.png,20150921_131833,386,30,115.05379486083984,115.34038543701172
20150921_131833_image391.png,20150921_131833,391,30,112.68284606933594,118.89104461669922
20150921_131833_image396.png,20150921_131833,396,32,109.59033203125,117.05441284179688
20150921_131833_image401.png,20150921_131833,401,31,108.1832046508789,116.09647369384766
20150921_131833_image406.png,20150921_131833,406,38,106.37931060791016,116.14864349365234
20150921_131833_image411.png,20150921_131833,411,39,111.3686294555664,114.11559295654297
20150921_131833_image416.png,20150921_131833,416,36,109.68201446533203,113.39893341064453
20150921_131833_image421.png,20150921_131833,421,44,109.4660415649414,115.16901397705078
20150921_131833_image431.png,20150921_131833,431,47,113.53741455078125,109.42229461669922
20150921_131833_image436.png,20150921_131833,436,45,116.20667266845703,108.13365173339844
20150921_131833_image446.png,20150921_131833,446,48,127.54206848144531,108.51146697998047
20150921_131833_image451.png,20150921_131833,451,49,124.88411712646484,114.36439514160156
20150921_131833_image466.png,20150921_131833,466,55,119.09131622314453,114.63805389404297
20150921_131833_image471.png,20150921_131833,471,56,117.28650665283203,115.77872467041016
20150921_131833_image511.png,20150921_131833,511,51,109.43682098388672,121.04354095458984
20150921_131833_image516.png,20150921_131833,516,53,110.58586120605469,119.00753784179688
20150921_131833_image521.png,20150921_131833,521,56,111.5163345336914,118.0662841796875
20150921_131833_image526.png,20150921_131833,526,56,112.07736206054688,118.12522888183594
20150921_131833_image536.png,20150921_131833,536,60,110.30498504638672,120.92571258544922
20150921_131833_image541.png,20150921_131833,541,60,109.20569610595703,125.91508483886719
20150921_131833_image546.png,20150921_131833,546,59,107.96416473388672,125.0722885131836
20150921_132038_image1.png,20150921_132038,1,29,141.89231872558594,117.37734985351562
20150921_132038_image6.png,20150921_132038,6,32,142.5623321533203,116.11705017089844
20150921_132038_image11.png,20150921_132038,11,33,142.91587829589844,116.25574493408203
20150921_132038_image16.png,20150921_132038,16,32,143.0156707763672,115.74471282958984
20150921_132038_image21.png,20150921_132038,21,30,143.17759704589844,115.05399322509766
20150921_132038_image26.png,20150921_132038,26,29,143.378173828125,114.8704605102539
20150921_132038_image31.png,20150921_132038,31,30,143.36386108398438,116.2974624633789
20150921_132038_image36.png,20150921_132038,36,30,143.90267944335938,115.42081451416016
20150921_132038_image41.png,20150921_132038,41,30,144.95034790039062,114.60835266113281
20150921_132038_image46.png,20150921_132038,46,29,144.5224609375,115.27373504638672
20150921_132038_image51.png,20150921_132038,51,30,142.11587524414062,115.99390411376953
20150921_132038_image56.png,20150921_132038,56,31,140.46681213378906,116.56575775146484
20150921_132038_image61.png,20150921_132038,61,34,137.5194854736328,119.23189544677734
20150921_132038_image66.png,20150921_132038,66,30,137.9451141357422,118.6471176147461
20150921_132038_image71.png,20150921_132038,71,45,139.0516815185547,118.01495361328125
20150921_132038_image76.png,20150921_132038,76,44,141.07144165039062,117.9198226928711
20150921_132038_image81.png,20150921_132038,81,36,143.4053497314453,118.2442398071289
20150921_132038_image86.png,20150921_132038,86,40,143.6411590576172,119.91234588623047
20150921_132038_image91.png,20150921_132038,91,41,142.3923797607422,124.17144775390625
20150921_132038_image96.png,20150921_132038,96,52,139.79197692871094,124.80081939697266
20150921_132038_image101.png,20150921_132038,101,70,138.00222778320312,123.85105895996094
20150921_132038_image106.png,20150921_132038,106,73,137.02915954589844,124.53759002685547
20150921_132038_image111.png,20150921_132038,111,76,138.27008056640625,123.61756896972656
20150921_132038_image116.png,20150921_132038,116,76,138.18740844726562,123.89715576171875
20150921_132038_image121.png,20150921_132038,121,74,139.855224609375,126.03453826904297
20150921_132038_image126.png,20150921_132038,126,70,145.28451538085938,124.87689971923828
20150921_132038_image131.png,20150921_132038,131,68,145.8936767578125,124.66287231445312
20150921_132038_image136.png,20150921_132038,136,67,143.09828186035156,124.58631896972656
20150921_132038_image141.png,20150921_132038,141,70,142.29273986816406,124.55435943603516
20150921_132038_image146.png,20150921_132038,146,76,143.62017822265625,124.53636932373047
20150921_132038_image151.png,20150921_132038,151,86,144.33984375,127.4530029296875
20150921_132038_image156.png,20150921_132038,156,71,143.37603759765625,125.99658203125
20150921_132038_image161.png,20150921_132038,161,66,140.06578063964844,124.6377944946289
20150921_132038_image166.png,20150921_132038,166,82,138.52020263671875,124.64100646972656
20150921_132038_image171.png,20150921_132038,171,66,137.92384338378906,125.02136993408203
20150921_132038_image176.png,20150921_132038,176,71,137.16017150878906,124.8972396850586
20150921_132038_image261.png,20150921_132038,261,37,148.0482940673828,121.47504425048828
20150921_132038_image266.png,20150921_132038,266,33,146.0585479736328,121.3458251953125
20150921_132038_image271.png,20150921_132038,271,37,143.91334533691406,123.16912841796875
20150921_132038_image276.png,20150921_132038,276,40,142.27737426757812,123.16090393066406
20150921_132038_image281.png,20150921_132038,281,38,145.69369506835938,121.1405029296875
20150921_132038_image286.png,20150921_132038,286,37,142.9105682373047,122.2314224243164
20150921_132038_image336.png,20150921_132038,336,39,140.4710693359375,124.4922103881836
20150921_132038_image341.png,20150921_132038,341,50,136.29556274414062,125.8960952758789
20150921_132038_image361.png,20150921_132038,361,66,136.84764099121094,129.7667694091797
20150921_132038_image391.png,20150921_132038,391,72,141.6420440673828,131.5785369873047
20150921_132038_image431.png,20150921_132038,431,62,130.05970764160156,132.13026428222656
20150921_132038_image496.png,20150921_132038,496,27,143.18418884277344,129.0343475341797
20150921_132038_image551.png,20150921_132038,551,36,143.6142120361328,125.50291442871094
20150921_132038_image636.png,20150921_132038,636,43,140.58059692382812,115.84388732910156
20150921_132038_image666.png,20150921_132038,666,30,138.10604858398438,115.01220703125
20150921_132038_image686.png,20150921_132038,686,24,139.18699645996094,115.58772277832031
20150921_132038_image796.png,20150921_132038,796,28,140.84690856933594,120.12687683105469
20150921_132038_image856.png,20150921_132038,856,15,140.28103637695312,115.42989349365234
20150921_132038_image871.png,20150921_132038,871,13,140.64292907714844,118.3628158569336
20150921_132038_image891.png,20150921_132038,891,12,145.49891662597656,113.83013916015625
20150921_132038_image896.png,20150921_132038,896,9,147.41175842285156,113.3604507446289
20150921_132038_image901.png,20150921_132038,901,7,147.5662078857422,117.1999282836914
20150921_132038_image906.png,20150921_132038,906,5,145.00949096679688,114.40740203857422
20150921_132038_image911.png,20150921_132038,911,6,148.93548583984375,113.1011962890625
20150921_132038_image916.png,20150921_132038,916,6,147.9437713623047,112.88992309570312
20150921_132038_image921.png,20150921_132038,921,10,147.804931640625,112.65453338623047
20150921_132038_image926.png,20150921_132038,926,10,148.5105438232422,112.99481201171875
20150921_132038_image931.png,20150921_132038,931,11,149.09498596191406,113.68090057373047
20150921_132038_image971.png,20150921_132038,971,16,142.1013641357422,106.55110931396484
20150921_132038_image996.png,20150921_132038,996,12,147.0581817626953,109.45260620117188
20150921_132038_image1001.png,20150921_132038,1001,15,145.72781372070312,111.41719055175781
20150921_132038_image1006.png,20150921_132038,1006,16,146.40440368652344,111.9002914428711
20150921_132038_image1011.png,20150921_132038,1011,14,145.98411560058594,109.65005493164062
20150921_132038_image1056.png,20150921_132038,1056,13,145.7050018310547,109.79168701171875
20150921_132038_image1076.png,20150921_132038,1076,13,142.4651641845703,109.62437438964844
20150921_132038_image1101.png,20150921_132038,1101,17,142.92637634277344,107.4164810180664
20150921_132038_image1161.png,20150921_132038,1161,9,138.29559326171875,111.33505249023438
20150921_132038_image1191.png,20150921_132038,1191,5,139.13328552246094,117.16199493408203
20150921_132038_image1196.png,20150921_132038,1196,8,138.0250244140625,116.91350555419922
20150921_132038_image1206.png,20150921_132038,1206,6,135.94760131835938,117.81680297851562
20150921_132038_image1241.png,20150921_132038,1241,6,141.48548889160156,116.31938171386719
20150921_132038_image1256.png,20150921_132038,1256,8,146.63282775878906,116.35741424560547
20150921_132038_image1306.png,20150921_132038,1306,11,148.64707946777344,114.58432006835938
20150921_132038_image1371.png,20150921_132038,1371,26,147.41090393066406,112.05784606933594
20150921_132038_image1386.png,20150921_132038,1386,25,146.99725341796875,111.351806640625
20150921_132038_image1441.png,20150921_132038,1441,9,150.862060546875,125.69060516357422
20150921_132038_image1446.png,20150921_132038,1446,9,150.67852783203125,122.06892395019531
20150921_132245_image1.png,20150921_132245,1,18,92.88021087646484,77.54364013671875
20150921_132245_image46.png,20150921_132245,46,13,102.24150085449219,72.00626373291016
20150921_132245_image101.png,20150921_132245,101,75,88.7739028930664,83.52639770507812
20150921_132245_image201.png,20150921_132245,201,35,112.630126953125,89.11676788330078
20150921_132245_image261.png,20150921_132245,261,32,100.32425689697266,83.57010650634766
20150921_132245_image301.png,20150921_132245,301,37,95.86831665039062,77.76008605957031
20150921_132245_image396.png,20150921_132245,396,22,109.64029693603516,89.05892944335938
20150921_132245_image401.png,20150921_132245,401,34,110.04434967041016,86.27204895019531
20150921_132245_image446.png,20150921_132245,446,30,107.2742691040039,87.31906127929688
20150921_132245_image501.png,20150921_132245,501,41,94.58381652832031,81.93305206298828
20150921_132245_image531.png,20150921_132245,531,20,98.43228149414062,81.73650360107422
20150921_132245_image601.png,20150921_132245,601,37,96.06478881835938,83.17047119140625
20150921_132245_image656.png,20150921_132245,656,9,105.34251403808594,80.27086639404297
20150921_132245_image701.png,20150921_132245,701,5,114.9749755859375,76.34859466552734
20150921_132245_image751.png,20150921_132245,751,7,118.35848999023438,84.23921203613281
20150921_132245_image786.png,20150921_132245,786,6,116.0970230102539,85.27003479003906
20150921_132245_image801.png,20150921_132245,801,8,115.47464752197266,87.60061645507812
20150921_132245_image836.png,20150921_132245,836,8,126.00312805175781,85.31893920898438
20150921_132245_image901.png,20150921_132245,901,9,109.07555389404297,86.18682098388672
20150921_132245_image976.png,20150921_132245,976,5,109.82142639160156,87.81812286376953
20150921_132245_image1001.png,20150921_132245,1001,7,110.74815368652344,82.04549407958984
20150921_132245_image1101.png,20150921_132245,1101,24,112.98775482177734,79.69783020019531
20150921_132245_image1166.png,20150921_132245,1166,22,100.70684051513672,69.12828063964844
