image,instance_id,x0,y0,x1,y1,w,h,bbox_area,mask_area,solidity,local_density,dist_to_border,box_value,session,frame,mean_value,n_apples,detected
20150919_174151_image231.png,51,533.0,217.0,555.0,244.0,22.0,27.0,594.0,399,0.6717171669006348,8,176.0,185.11447143554688,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,52,581.0,330.0,609.0,366.0,28.0,36.0,1008.0,669,0.663690447807312,2,125.0,210.0625,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,53,661.0,361.0,688.0,392.0,27.0,31.0,837.0,534,0.6379928588867188,3,45.5,197.09439086914065,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,54,117.0,272.0,154.0,308.0,37.0,36.0,1332.0,789,0.5923423171043396,7,135.5,150.95570373535156,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,55,35.0,237.0,63.0,271.0,28.0,34.0,952.0,700,0.7352941036224365,6,49.0,197.0336151123047,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,56,1.0,171.0,22.0,203.0,21.0,32.0,672.0,473,0.7038690447807312,8,11.5,190.29612731933597,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,57,0.0,202.0,21.0,225.0,21.0,23.0,483.0,304,0.6293995976448059,5,10.5,164.03726196289062,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,58,108.0,341.0,142.0,380.0,34.0,39.0,1326.0,1043,0.7865761518478394,5,125.0,192.2586669921875,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,59,140.0,354.0,172.0,393.0,32.0,39.0,1248.0,817,0.6546474099159241,5,156.0,171.31008911132812,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,60,164.0,352.0,208.0,397.0,44.0,45.0,1980.0,1448,0.7313131093978882,5,186.0,189.93788146972656,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,61,45.0,365.0,75.0,398.0,30.0,33.0,990.0,624,0.6303030252456665,4,60.0,189.6666717529297,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,62,7.0,356.0,40.0,385.0,33.0,29.0,957.0,583,0.6091954112052917,2,23.5,147.66561889648438,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,63,27.0,316.0,68.0,352.0,41.0,36.0,1476.0,1038,0.7032520174980164,5,47.5,148.30014038085938,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,64,17.0,546.0,52.0,576.0,35.0,30.0,1050.0,807,0.7685714364051819,2,34.5,195.8009490966797,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,65,20.0,566.0,61.0,594.0,41.0,28.0,1148.0,651,0.5670731663703918,2,40.5,123.14198303222656,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,66,2.0,606.0,18.0,626.0,16.0,20.0,320.0,236,0.737500011920929,2,10.0,99.9562530517578,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,67,297.0,345.0,343.0,391.0,46.0,46.0,2116.0,1499,0.7084121108055115,5,320.0,166.32278442382812,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,68,528.0,338.0,552.0,361.0,24.0,23.0,552.0,356,0.6449275612831116,2,180.0,175.4474639892578,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,69,378.0,360.0,412.0,394.0,34.0,34.0,1156.0,905,0.7828719615936279,4,325.0,166.33477783203125,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,70,348.0,360.0,384.0,398.0,36.0,38.0,1368.0,1021,0.746345043182373,4,354.0,120.99853515625,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,71,398.0,377.0,426.0,405.0,28.0,28.0,784.0,501,0.6390306353569031,4,308.0,134.0484619140625,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,72,652.0,403.0,689.0,443.0,37.0,40.0,1480.0,1026,0.6932432651519775,3,49.5,160.1641845703125,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,73,625.0,445.0,667.0,477.0,42.0,32.0,1344.0,997,0.741815447807312,3,74.0,137.00669860839844,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,74,357.0,495.0,376.0,513.0,19.0,18.0,342.0,260,0.7602339386940002,0,353.5,72.97368621826172,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,75,631.0,483.0,662.0,512.0,31.0,29.0,899.0,657,0.7308120131492615,4,73.5,90.5561752319336,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,76,666.0,558.0,699.0,589.0,33.0,31.0,1023.0,733,0.7165200114250183,2,37.5,109.75952911376952,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,77,611.0,574.0,634.0,594.0,23.0,20.0,460.0,301,0.654347836971283,2,97.5,102.1500015258789,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,78,295.0,684.0,318.0,705.0,23.0,21.0,483.0,322,0.6666666865348816,0,306.5,139.4761962890625,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,79,112.0,876.0,157.0,922.0,45.0,46.0,2070.0,1500,0.7246376872062683,2,134.5,135.67874145507812,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,80,9.0,904.0,50.0,939.0,41.0,35.0,1435.0,1032,0.7191637754440308,1,29.5,139.08152770996094,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,81,428.0,800.0,460.0,841.0,32.0,41.0,1312.0,788,0.6006097793579102,2,276.0,190.96722412109372,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,82,316.0,786.0,339.0,815.0,23.0,29.0,667.0,518,0.7766116857528687,0,327.5,132.16941833496094,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,83,226.0,925.0,269.0,969.0,43.0,44.0,1892.0,1345,0.7108879685401917,0,247.5,179.06817626953125,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,84,655.0,895.0,704.0,945.0,49.0,50.0,2450.0,1513,0.6175510287284851,1,40.5,135.10203552246094,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,85,605.0,955.0,640.0,991.0,35.0,36.0,1260.0,945,0.75,2,97.5,120.46031951904295,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,86,521.0,926.0,570.0,972.0,49.0,46.0,2254.0,1277,0.5665483474731445,4,174.5,115.64330291748048,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,87,477.0,900.0,530.0,946.0,53.0,46.0,2438.0,1509,0.6189499497413635,5,216.5,180.97251892089844,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,88,426.0,860.0,476.0,913.0,50.0,53.0,2650.0,1838,0.6935849189758301,4,269.0,206.2754669189453,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,89,407.0,880.0,435.0,921.0,28.0,41.0,1148.0,665,0.5792682766914368,5,299.0,197.935546875,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,90,462.0,927.0,511.0,970.0,49.0,43.0,2107.0,1381,0.655434250831604,6,233.5,136.69007873535156,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,91,492.0,958.0,528.0,1004.0,36.0,46.0,1656.0,800,0.483091801404953,5,210.0,109.79287719726562,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,92,384.0,1016.0,433.0,1062.0,49.0,46.0,2254.0,1705,0.7564330101013184,2,241.0,186.22625732421875,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,93,437.0,1023.0,488.0,1070.0,51.0,47.0,2397.0,1424,0.5940759181976318,3,233.5,136.24488830566406,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,94,391.0,972.0,438.0,1018.0,47.0,46.0,2162.0,1415,0.6544865965843201,5,285.0,198.3866729736328,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,95,90.0,1064.0,131.0,1107.0,41.0,43.0,1763.0,1273,0.7220646739006042,1,110.5,186.40158081054688,20150919_174151,231,121.60042572021484,101,True
20150919_174151_image231.png,96,64.0,956.0,106.0,987.0,42.0,31.0,1302.0,724,0.5560675859451294,3,85.0,174.86251831054688,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,97,22.0,1035.0,51.0,1063.0,29.0,28.0,812.0,593,0.7302955389022827,2,36.5,105.76600646972656,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,98,185.0,820.0,207.0,841.0,22.0,21.0,462.0,327,0.7077922224998474,3,196.0,149.13853454589844,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,99,177.0,734.0,211.0,770.0,34.0,36.0,1224.0,730,0.5964052081108093,2,194.0,154.70179748535156,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,100,124.0,753.0,149.0,774.0,25.0,21.0,525.0,384,0.7314285635948181,2,136.5,158.27999877929688,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image231.png,101,207.0,75.0,238.0,98.0,31.0,23.0,713.0,401,0.5624123215675354,5,86.5,180.00140380859375,20150919_174151,231,121.60042572021484,101,False
20150919_174151_image236.png,1,149.0,1.0,183.0,35.0,34.0,34.0,1156.0,942,0.8148788809776306,4,18.0,202.8762969970703,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,2,76.0,57.0,104.0,88.0,28.0,31.0,868.0,615,0.7085253596305847,5,72.5,225.3421630859375,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,3,55.0,72.0,87.0,110.0,32.0,38.0,1216.0,835,0.6866776347160339,4,71.0,217.8157958984375,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,4,132.0,82.0,156.0,111.0,24.0,29.0,696.0,481,0.6910919547080994,8,96.5,211.10345458984372,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,5,113.0,113.0,152.0,149.0,39.0,36.0,1404.0,972,0.692307710647583,9,131.0,168.3433074951172,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,6,159.0,84.0,191.0,114.0,32.0,30.0,960.0,627,0.653124988079071,6,99.0,231.8374938964844,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,7,181.0,90.0,217.0,126.0,36.0,36.0,1296.0,818,0.6311728358268738,7,108.0,212.5339508056641,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,8,146.0,154.0,172.0,177.0,26.0,23.0,598.0,348,0.5819398164749146,7,159.0,169.4866180419922,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,9,95.0,163.0,120.0,198.0,25.0,35.0,875.0,599,0.6845714449882507,8,107.5,210.92572021484372,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,10,56.0,203.0,77.0,224.0,21.0,21.0,441.0,365,0.8276643753051758,6,66.5,224.36734008789065,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,11,51.0,226.0,75.0,248.0,24.0,22.0,528.0,366,0.6931818127632141,6,63.0,205.5530242919922,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,12,0.0,255.0,14.0,295.0,14.0,40.0,560.0,376,0.6714285612106323,3,7.0,196.48214721679688,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,13,0.0,352.0,10.0,375.0,10.0,23.0,230.0,156,0.678260862827301,3,5.0,160.03912353515625,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,14,3.0,367.0,30.0,390.0,27.0,23.0,621.0,433,0.6972624659538269,3,16.5,192.8937225341797,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,15,94.0,343.0,132.0,376.0,38.0,33.0,1254.0,872,0.6953747868537903,5,113.0,154.07496643066406,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,16,79.0,388.0,105.0,408.0,26.0,20.0,520.0,373,0.7173076868057251,6,92.0,161.1750030517578,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,17,115.0,394.0,141.0,425.0,26.0,31.0,806.0,526,0.6526054739952087,5,128.0,212.73822021484372,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,18,101.0,195.0,131.0,224.0,30.0,29.0,870.0,453,0.5206896662712097,7,116.0,194.11264038085935,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,19,133.0,191.0,165.0,228.0,32.0,37.0,1184.0,811,0.6849662065505981,7,149.0,203.2542266845703,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,20,265.0,67.0,297.0,93.0,32.0,26.0,832.0,637,0.765625,4,80.0,207.0420684814453,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,21,266.0,96.0,294.0,117.0,28.0,21.0,588.0,354,0.6020408272743225,4,106.5,171.88265991210938,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,22,318.0,106.0,357.0,149.0,39.0,43.0,1677.0,1252,0.7465712428092957,3,127.5,215.4931488037109,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,23,350.0,94.0,379.0,126.0,29.0,32.0,928.0,503,0.5420258641242981,3,110.0,218.1853485107422,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,24,225.0,225.0,267.0,263.0,42.0,38.0,1596.0,989,0.6196742057800293,2,244.0,186.5726776123047,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,25,97.0,266.0,125.0,295.0,28.0,29.0,812.0,614,0.756157636642456,6,111.0,198.7869415283203,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,26,155.0,429.0,188.0,457.0,33.0,28.0,924.0,764,0.826839804649353,5,171.5,112.30303192138672,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,27,28.0,575.0,60.0,608.0,32.0,33.0,1056.0,747,0.7073863744735718,3,44.0,190.24526977539065,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,28,85.0,575.0,116.0,605.0,31.0,30.0,930.0,674,0.7247312068939209,3,100.5,198.0204315185547,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,29,87.0,598.0,117.0,617.0,30.0,19.0,570.0,310,0.5438596606254578,3,102.0,139.8035125732422,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,30,58.0,795.0,78.0,822.0,20.0,27.0,540.0,363,0.6722221970558167,1,68.0,220.8000030517578,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,31,1.0,846.0,50.0,889.0,49.0,43.0,2107.0,1329,0.6307546496391296,1,25.5,198.0441436767578,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,32,23.0,976.0,44.0,1008.0,21.0,32.0,672.0,330,0.4910714328289032,3,33.5,162.08779907226562,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,33,2.0,1011.0,15.0,1033.0,13.0,22.0,286.0,200,0.6993007063865662,1,8.5,197.01048278808597,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,34,81.0,951.0,118.0,968.0,37.0,17.0,629.0,493,0.7837837934494019,4,99.5,166.6438751220703,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,35,111.0,971.0,124.0,984.0,13.0,13.0,169.0,100,0.5917159914970398,5,117.5,171.07691955566406,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,36,133.0,992.0,151.0,1014.0,18.0,22.0,396.0,303,0.7651515007019043,5,142.0,209.4949493408203,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,37,151.0,991.0,171.0,1016.0,20.0,25.0,500.0,156,0.3120000064373016,5,161.0,186.51600646972656,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,38,166.0,1101.0,202.0,1145.0,36.0,44.0,1584.0,1170,0.7386363744735718,1,157.0,200.4829559326172,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,39,90.0,1070.0,113.0,1091.0,23.0,21.0,483.0,339,0.7018633484840393,3,101.5,123.15528106689452,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,40,182.0,908.0,225.0,950.0,43.0,42.0,1806.0,739,0.4091915786266327,4,203.5,152.4136199951172,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,41,295.0,959.0,336.0,995.0,41.0,36.0,1476.0,1078,0.7303522825241089,0,303.0,197.88482666015625,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,42,500.0,1008.0,520.0,1027.0,20.0,19.0,380.0,240,0.6315789222717285,5,210.0,150.98684692382812,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,43,518.0,831.0,548.0,867.0,30.0,36.0,1080.0,608,0.5629629492759705,1,187.0,197.2120361328125,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,44,245.0,849.0,269.0,873.0,24.0,24.0,576.0,218,0.3784722089767456,3,257.0,123.05555725097656,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,45,370.0,810.0,393.0,835.0,23.0,25.0,575.0,419,0.7286956310272217,0,338.5,142.55825805664062,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,46,512.0,891.0,560.0,942.0,48.0,51.0,2448.0,1502,0.6135621070861816,3,184.0,204.10784912109372,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,47,571.0,932.0,614.0,973.0,43.0,41.0,1763.0,1350,0.7657402157783508,4,127.5,160.90924072265625,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,48,610.0,962.0,657.0,1002.0,47.0,40.0,1880.0,999,0.5313829779624939,4,86.5,117.45638275146484,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,49,681.0,988.0,711.0,1016.0,30.0,28.0,840.0,672,0.800000011920929,1,24.0,175.65953063964844,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,50,552.0,961.0,592.0,999.0,40.0,38.0,1520.0,792,0.5210526585578918,6,148.0,100.67105102539062,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,51,579.0,989.0,611.0,1026.0,32.0,37.0,1184.0,556,0.4695945978164673,5,125.0,104.11824035644533,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,52,480.0,1024.0,510.0,1047.0,30.0,23.0,690.0,506,0.7333333492279053,4,225.0,137.67681884765625,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,53,484.0,1051.0,523.0,1101.0,39.0,50.0,1950.0,1178,0.6041025519371033,3,204.0,193.52923583984372,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,54,530.0,1058.0,577.0,1105.0,47.0,47.0,2209.0,1291,0.5844273567199707,4,166.5,196.4803009033203,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,55,349.0,706.0,361.0,722.0,12.0,16.0,192.0,125,0.6510416865348816,0,355.0,194.8854217529297,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,56,181.0,782.0,208.0,798.0,27.0,16.0,432.0,248,0.5740740895271301,2,194.5,158.07176208496094,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,57,244.0,780.0,267.0,797.0,23.0,17.0,391.0,203,0.5191816091537476,2,255.5,176.9821014404297,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,58,188.0,295.0,221.0,328.0,33.0,33.0,1089.0,446,0.4095500409603119,6,204.5,162.69972229003906,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,59,174.0,368.0,204.0,400.0,30.0,32.0,960.0,635,0.6614583134651184,7,189.0,219.0833282470703,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,60,212.0,389.0,242.0,418.0,30.0,29.0,870.0,515,0.5919540524482727,6,227.0,173.9735565185547,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,61,237.0,375.0,275.0,417.0,38.0,42.0,1596.0,1187,0.7437343597412109,6,256.0,208.2531280517578,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,62,262.0,301.0,303.0,342.0,41.0,41.0,1681.0,1056,0.6281974911689758,5,282.5,209.2177276611328,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,63,303.0,310.0,336.0,345.0,33.0,35.0,1155.0,644,0.5575757622718811,3,319.5,199.30130004882807,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,64,335.0,205.0,377.0,253.0,42.0,48.0,2016.0,1197,0.59375,1,229.0,198.08184814453125,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,65,371.0,365.0,417.0,408.0,46.0,43.0,1978.0,1219,0.6162790656089783,5,326.0,173.34580993652344,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,66,410.0,296.0,461.0,342.0,51.0,46.0,2346.0,1546,0.6589940190315247,4,284.5,170.5993194580078,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,67,411.0,379.0,443.0,415.0,32.0,36.0,1152.0,802,0.6961805820465088,4,293.0,128.45660400390625,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,68,443.0,377.0,475.0,407.0,32.0,30.0,960.0,727,0.7572916746139526,4,261.0,169.13853454589844,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,69,457.0,396.0,483.0,417.0,26.0,21.0,546.0,337,0.6172161102294922,4,250.0,114.4157485961914,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,70,556.0,1.0,588.0,19.0,32.0,18.0,576.0,470,0.8159722089767456,7,10.0,190.03298950195312,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,71,590.0,2.0,623.0,22.0,33.0,20.0,660.0,468,0.7090908885002136,8,12.0,200.3333282470703,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,72,590.0,20.0,618.0,46.0,28.0,26.0,728.0,497,0.682692289352417,11,33.0,180.46153259277344,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,73,674.0,1.0,695.0,21.0,21.0,20.0,420.0,286,0.6809523701667786,5,11.0,166.41429138183594,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,74,636.0,24.0,655.0,44.0,19.0,20.0,380.0,286,0.7526316046714783,9,34.0,163.06053161621094,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,75,704.0,9.0,720.0,48.0,16.0,39.0,624.0,447,0.7163461446762085,2,8.0,178.7548065185547,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,76,507.0,55.0,530.0,77.0,23.0,22.0,506.0,395,0.7806324362754822,7,66.0,210.12648010253903,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,77,530.0,55.0,541.0,82.0,11.0,27.0,297.0,218,0.7340067625045776,9,68.5,223.19192504882807,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,78,471.0,114.0,515.0,168.0,44.0,54.0,2376.0,1229,0.5172559022903442,6,141.0,202.9987335205078,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,79,434.0,187.0,468.0,228.0,34.0,41.0,1394.0,1018,0.7302725911140442,4,207.5,141.03085327148438,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,80,460.0,190.0,500.0,240.0,40.0,50.0,2000.0,1385,0.6924999952316284,4,215.0,140.1439971923828,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,81,481.0,222.0,508.0,251.0,27.0,29.0,783.0,357,0.4559386968612671,4,225.5,151.1417694091797,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,82,579.0,348.0,599.0,371.0,20.0,23.0,460.0,304,0.6608695387840271,1,131.0,204.05870056152344,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,83,643.0,334.0,670.0,366.0,27.0,32.0,864.0,647,0.7488425970077515,2,63.5,228.93402099609372,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,84,697.0,451.0,719.0,480.0,22.0,29.0,638.0,456,0.7147335410118103,1,12.0,157.4937286376953,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,85,688.0,494.0,714.0,518.0,26.0,24.0,624.0,437,0.7003205418586731,1,19.0,103.87339782714844,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,86,550.0,222.0,574.0,248.0,24.0,26.0,624.0,337,0.5400640964508057,4,158.0,177.14102172851562,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,87,589.0,183.0,616.0,212.0,27.0,29.0,783.0,551,0.7037037014961243,8,117.5,140.54661560058594,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,88,579.0,57.0,614.0,92.0,35.0,35.0,1225.0,907,0.740408182144165,12,74.5,211.31837463378903,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,89,609.0,66.0,647.0,103.0,38.0,37.0,1406.0,1035,0.7361308932304382,12,84.5,211.44595336914065,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,90,590.0,95.0,625.0,119.0,35.0,24.0,840.0,548,0.6523809432983398,12,107.0,166.04405212402344,20150919_174151,236,124.82543182373048,97,True
20150919_174151_image236.png,91,604.0,132.0,632.0,157.0,28.0,25.0,700.0,486,0.6942856907844543,7,102.0,128.5257110595703,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,92,561.0,111.0,591.0,143.0,30.0,32.0,960.0,628,0.6541666388511658,11,127.0,159.0104217529297,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,93,638.0,107.0,665.0,131.0,27.0,24.0,648.0,453,0.6990740895271301,9,68.5,170.51852416992188,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,94,643.0,143.0,668.0,163.0,25.0,20.0,500.0,332,0.6639999747276306,8,64.5,105.58000183105467,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,95,657.0,239.0,688.0,267.0,31.0,28.0,868.0,634,0.7304147481918335,3,47.5,173.19354248046875,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,96,622.0,237.0,639.0,252.0,17.0,15.0,255.0,206,0.8078431487083435,4,89.5,154.313720703125,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image236.png,97,51.0,634.0,71.0,655.0,20.0,21.0,420.0,262,0.6238095164299011,3,61.0,80.85237884521484,20150919_174151,236,124.82543182373048,97,False
20150919_174151_image241.png,1,55.0,152.0,72.0,177.0,17.0,25.0,425.0,330,0.7764706015586853,3,63.5,209.5717620849609,20150919_174151,241,124.654052734375,97,False
20150919_174151_image241.png,2,1.0,255.0,15.0,281.0,14.0,26.0,364.0,305,0.8379120826721191,6,8.0,202.4587860107422,20150919_174151,241,124.654052734375,97,False
20150919_174151_image241.png,3,13.0,272.0,29.0,293.0,16.0,21.0,336.0,200,0.5952380895614624,7,21.0,153.4107208251953,20150919_174151,241,124.654052734375,97,False
20150919_174151_image241.png,4,17.0,251.0,40.0,275.0,23.0,24.0,552.0,426,0.77173912525177,6,28.5,204.1431121826172,20150919_174151,241,124.654052734375,97,False
20150919_174151_image241.png,5,60.0,227.0,91.0,264.0,31.0,37.0,1147.0,739,0.6442894339561462,8,75.5,190.47689819335935,20150919_174151,241,124.654052734375,97,True
20150919_174151_image241.png,6,56.0,322.0,84.0,351.0,28.0,29.0,812.0,561,0.6908866763114929,8,70.0,153.29310607910156,20150919_174151,241,124.654052734375,97,False
20150919_174151_image241.png,7,73.0,334.0,104.0,364.0,31.0,30.0,930.0,598,0.6430107355117798,6,88.5,178.26559448242188,20150919_174151,241,124.654052734375,97,True
20150919_174151_image241.png,8,99.0,555.0,130.0,585.0,31.0,30.0,930.0,640,0.6881720423698425,2,114.5,185.18817138671875,20150919_174151,241,124.654052734375,97,False
20150919_174151_image241.png,9,114.0,773.0,143.0,805.0,29.0,32.0,928.0,656,0.7068965435028076,2,128.5,186.6831970214844,20150919_174151,241,124.654052734375,97,False
