image,n_frames,naive_sum,dedup_count,true_unique,error,shift_dx
20150921_131729_image21.png,5,28,11,11,0,-59.99108648782345
20150921_131729_image71.png,5,67,19,19,0,-59.99283857682366
20150921_131729_image116.png,5,82,21,21,0,-59.994442813040905
20150921_131729_image166.png,5,32,10,10,0,-59.99327406751638
20150921_131729_image171.png,5,26,8,8,0,-59.99188223416081
20150921_131729_image176.png,5,27,8,8,0,-59.99215167331556
20150921_131729_image251.png,5,166,39,39,0,-59.987995164107986
20150921_131729_image256.png,5,186,43,43,0,-59.99300418314553
20150921_131729_image281.png,5,189,41,41,0,-59.99124722438617
20150921_131729_image286.png,5,188,41,41,0,-59.99658737758611
20150921_131729_image291.png,5,179,39,39,0,-59.99602388322941
20150921_131729_image306.png,5,179,43,43,0,-59.9963638882935
20150921_131729_image311.png,5,164,38,38,0,-59.998493730884064
20150921_131729_image366.png,5,90,38,38,0,-59.98592905999911
20150921_131729_image391.png,5,42,17,17,0,-59.991891284467044
20150921_131729_image396.png,5,43,17,17,0,-59.99181043426972
20150921_131729_image421.png,5,44,13,13,0,-59.994227444000074
20150921_131729_image426.png,5,41,14,14,0,-59.98949724892617
20150921_131729_image451.png,5,181,46,46,0,-59.99061982455038
20150921_131729_image471.png,5,207,46,46,0,-59.99511759496846
20150921_131729_image486.png,5,210,45,45,0,-59.98874683308847
20150921_131729_image491.png,5,194,42,42,0,-59.990438086235315
20150921_131729_image501.png,5,176,39,39,0,-59.99263696580675
20150921_131729_image551.png,5,176,40,40,0,-59.9946585812672
20150921_131729_image556.png,5,150,34,34,0,-59.98847612322666
20150921_131729_image656.png,5,148,45,45,0,-59.99303995331334
20150921_131729_image661.png,5,151,42,42,0,-59.987421717344375
20150921_131729_image676.png,5,198,46,46,0,-59.996200065741874
20150921_131729_image771.png,5,196,56,56,0,-59.99406891407011
20150921_131729_image806.png,5,193,48,48,0,-59.99386605479171
20150921_131729_image826.png,5,191,46,46,0,-59.983981984009404
20150921_131833_image1.png,5,79,26,26,0,-59.98847185526125
20150921_131833_image6.png,5,76,25,25,0,-59.99159544401107
20150921_131833_image11.png,5,92,27,27,0,-59.989371202576166
20150921_131833_image16.png,5,102,26,26,0,-59.99973785587963
20150921_131833_image21.png,5,99,25,25,0,-59.99273958834601
20150921_131833_image26.png,5,100,23,23,0,-59.9963762092043
20150921_131833_image31.png,5,112,26,26,0,-59.99372468732963
20150921_131833_image36.png,5,116,26,26,0,-59.989483546939766
20150921_131833_image41.png,5,88,20,20,0,-59.988883976041876
20150921_131833_image46.png,5,102,23,23,0,-59.992406390176114
20150921_131833_image51.png,5,102,23,23,0,-59.99275551023513
20150921_131833_image56.png,5,113,26,26,0,-59.99350589857244
20150921_131833_image61.png,5,106,23,23,0,-59.994414099767624
20150921_131833_image66.png,5,103,23,23,0,-59.992353453797364
20150921_131833_image71.png,5,108,24,24,0,-59.99235367836852
20150921_131833_image76.png,5,103,23,23,0,-59.99091705057103
20150921_131833_image81.png,5,104,24,24,0,-59.99114589495011
20150921_131833_image86.png,5,94,23,23,0,-59.99393749091729
20150921_131833_image91.png,5,71,19,19,0,-59.99049146050979
20150921_131833_image96.png,5,69,22,22,0,-59.99568838291094
20150921_131833_image101.png,5,41,20,20,0,-59.99372245746136
20150921_131833_image106.png,5,33,16,16,0,-59.9949000979187
20150921_131833_image111.png,5,23,13,13,0,-59.99243364703497
20150921_131833_image116.png,5,17,11,11,0,-59.991545444195424
20150921_131833_image121.png,5,14,8,8,0,-59.9898181231076
20150921_131833_image126.png,5,13,4,4,0,-59.99294984207063
20150921_131833_image131.png,5,16,6,6,0,-59.998092101410634
20150921_131833_image136.png,5,17,7,7,0,-59.9916418865553
20150921_131833_image141.png,5,16,6,6,0,-59.99435834714927
20150921_131833_image146.png,5,29,12,12,0,-59.992338106885
20150921_131833_image151.png,5,53,22,22,0,-59.99392861391226
20150921_131833_image156.png,5,77,30,30,0,-59.991810614879654
20150921_131833_image161.png,5,102,41,41,0,-59.98703267420447
20150921_131833_image166.png,5,107,38,38,0,-59.9875258402154
20150921_131833_image171.png,5,130,43,43,0,-59.99371897171872
20150921_131833_image181.png,5,175,45,45,0,-59.992246419996604
20150921_131833_image186.png,5,188,45,45,0,-59.99002251332806
20150921_131833_image191.png,5,177,39,39,0,-59.99226327752493
20150921_131833_image196.png,5,183,40,40,0,-59.992350264752616
20150921_131833_image201.png,5,181,40,40,0,-59.99655803403701
20150921_131833_image216.png,5,181,40,40,0,-59.99082620437855
20150921_131833_image221.png,5,192,42,42,0,-59.98932231833908
20150921_131833_image241.png,5,231,51,51,0,-59.996091401115194
20150921_131833_image246.png,5,227,52,52,0,-59.99823452839132
20150921_131833_image266.png,5,194,44,44,0,-59.992679783877065
20150921_131833_image271.png,5,220,49,49,0,-59.992585561248916
20150921_131833_image276.png,5,217,48,48,0,-59.99498495049568
20150921_131833_image281.png,5,191,43,43,0,-59.991950462366276
20150921_131833_image286.png,5,197,45,45,0,-59.99362411834875
20150921_131833_image296.png,5,177,43,43,0,-59.99248223907594
20150921_131833_image311.png,5,115,39,39,0,-59.991507937105666
20150921_131833_image316.png,5,90,31,31,0,-59.99384891685969
20150921_131833_image321.png,5,114,39,39,0,-59.98764003523405
20150921_131833_image326.png,5,81,28,28,0,-59.992323939826406
20150921_131833_image331.png,5,75,26,26,0,-59.99457771670447
20150921_131833_image336.png,5,67,24,24,0,-59.99066263539157
20150921_131833_image341.png,5,67,22,22,0,-59.99494095791084
20150921_131833_image346.png,5,85,29,29,0,-59.99498289474565
20150921_131833_image351.png,5,85,30,30,0,-59.99593717963296
20150921_131833_image356.png,5,74,29,29,0,-59.98826450389001
20150921_131833_image366.png,5,83,31,31,0,-59.98822767186087
20150921_131833_image371.png,5,104,41,41,0,-59.99409559974629
20150921_131833_image381.png,5,97,37,37,0,-59.99325872801117
20150921_131833_image386.png,5,82,30,30,0,-59.99015447747209
20150921_131833_image391.png,5,81,30,30,0,-59.98915899876732
20150921_131833_image396.png,5,68,32,32,0,-59.9955302511093
20150921_131833_image401.png,5,68,31,31,0,-59.98723562733207
20150921_131833_image406.png,5,85,38,38,0,-60.000257330495145
20150921_131833_image411.png,5,101,39,39,0,-59.9915770201348
20150921_131833_image416.png,5,123,36,36,0,-59.99640243664234
20150921_131833_image421.png,5,171,44,44,0,-59.99548856707642
20150921_131833_image431.png,5,207,47,47,0,-59.998155890496065
20150921_131833_image436.png,5,200,45,45,0,-59.99204498434756
20150921_131833_image446.png,5,211,48,48,0,-59.99441878358138
20150921_131833_image451.png,5,218,49,49,0,-59.99340627440037
20150921_131833_image466.png,5,253,55,55,0,-59.993536123743155
20150921_131833_image471.png,5,256,56,56,0,-59.99405529766855
20150921_131833_image511.png,5,211,51,51,0,-59.991451894062465
20150921_131833_image516.png,5,211,53,53,0,-59.993102880909646
20150921_131833_image521.png,5,216,56,56,0,-59.98873192842538
20150921_131833_image526.png,5,215,56,56,0,-59.990405953653664
20150921_131833_image536.png,5,219,60,60,0,-59.984836225210614
20150921_131833_image541.png,5,214,60,60,0,-59.99011552207611
20150921_131833_image546.png,5,209,59,59,0,-59.997017183965795
20150921_132038_image1.png,5,102,29,29,0,-59.98918865343606
20150921_132038_image6.png,5,113,32,32,0,-59.98998299387995
20150921_132038_image11.png,5,117,33,33,0,-59.99138963392113
20150921_132038_image16.png,5,112,32,32,0,-59.99466519423325
20150921_132038_image21.png,5,106,30,30,0,-59.99559039086884
20150921_132038_image26.png,5,104,29,29,0,-59.99151589582766
20150921_132038_image31.png,5,106,30,30,0,-59.99276010663536
20150921_132038_image36.png,5,106,30,30,0,-59.995254516900275
20150921_132038_image41.png,5,109,30,30,0,-59.99598917753647
20150921_132038_image46.png,5,105,29,29,0,-59.992267424164424
20150921_132038_image51.png,5,109,30,30,0,-59.993822096123125
20150921_132038_image56.png,5,109,31,31,0,-59.994918665210236
20150921_132038_image61.png,5,111,34,34,0,-59.99014422699773
20150921_132038_image66.png,5,101,30,30,0,-59.99025722326576
20150921_132038_image71.png,5,136,45,45,0,-59.98794656845132
20150921_132038_image76.png,5,139,44,44,0,-59.984474546045845
20150921_132038_image81.png,5,103,36,36,0,-59.99010127278237
20150921_132038_image86.png,5,103,40,40,0,-59.99237467753102
20150921_132038_image91.png,5,113,41,41,0,-59.99078760155905
20150921_132038_image96.png,5,145,52,52,0,-59.99036465250603
20150921_132038_image101.png,5,208,70,70,0,-59.994377710173865
20150921_132038_image106.png,5,241,73,73,0,-59.99562084756806
20150921_132038_image111.png,5,282,76,76,0,-59.99114278789929
20150921_132038_image116.png,5,281,76,76,0,-59.991805973789866
20150921_132038_image121.png,5,268,74,74,0,-59.99467500949686
20150921_132038_image126.png,5,270,70,70,0,-59.99432523154101
20150921_132038_image131.png,5,268,68,68,0,-59.99450461794888
20150921_132038_image136.png,5,279,67,67,0,-59.990620170121275
20150921_132038_image141.png,5,299,70,70,0,-59.99810251967392
20150921_132038_image146.png,5,315,76,76,0,-59.99305681598247
20150921_132038_image151.png,5,367,86,86,0,-59.993461561004665
20150921_132038_image156.png,5,307,71,71,0,-59.995236092829686
20150921_132038_image161.png,5,291,66,66,0,-59.98936126871607
20150921_132038_image166.png,5,337,82,82,0,-59.991829286603604
20150921_132038_image171.png,5,291,66,66,0,-59.98932718716068
20150921_132038_image176.png,5,298,71,71,0,-59.998604124496836
20150921_132038_image261.png,5,131,37,37,0,-59.991483381596225
20150921_132038_image266.png,5,131,33,33,0,-59.988905601759996
20150921_132038_image271.png,5,155,37,37,0,-59.986961793323985
20150921_132038_image276.png,5,171,40,40,0,-59.987604521271294
20150921_132038_image281.png,5,160,38,38,0,-59.99554135976416
20150921_132038_image286.png,5,161,37,37,0,-59.99451680675881
20150921_132038_image336.png,5,106,39,39,0,-59.99546158188991
20150921_132038_image341.png,5,140,50,50,0,-59.992855422004055
20150921_132038_image361.png,5,219,66,66,0,-59.987135649065635
20150921_132038_image391.png,5,283,72,72,0,-59.99340353519284
20150921_132038_image431.png,5,228,62,62,0,-59.993023376753115
20150921_132038_image496.png,5,124,27,27,0,-59.99185461085429
20150921_132038_image551.png,5,118,36,36,0,-59.99735085371023
20150921_132038_image636.png,5,172,43,43,0,-59.99675080685168
20150921_132038_image666.png,5,80,30,30,0,-59.98731109996538
20150921_132038_image686.png,5,61,24,24,0,-59.998122187946706
20150921_132038_image796.png,5,94,28,28,0,-59.992502482088696
20150921_132038_image856.png,5,53,15,15,0,-59.98939886071858
20150921_132038_image871.png,5,50,13,13,0,-59.99376416964148
20150921_132038_image891.png,5,34,12,12,0,-59.99763887785164
20150921_132038_image896.png,5,28,9,9,0,-59.989306418068765
20150921_132038_image901.png,5,14,7,7,0,-59.99098023588007
20150921_132038_image906.png,5,9,5,5,0,-59.99352474993046
20150921_132038_image911.png,5,8,6,6,0,-59.99329476783109
20150921_132038_image916.png,5,9,6,6,0,-59.99479510259482
20150921_132038_image921.png,5,20,10,10,0,-59.99475945396347
20150921_132038_image926.png,5,24,10,10,0,-59.995924827661014
20150921_132038_image931.png,5,34,11,11,0,-59.993826128685896
20150921_132038_image971.png,5,71,16,16,0,-59.99641263321641
20150921_132038_image996.png,5,36,12,12,0,-59.992842848529506
20150921_132038_image1001.png,5,34,15,15,0,-59.99922656869131
20150921_132038_image1006.png,5,27,16,16,0,-60.000594481268195
20150921_132038_image1011.png,5,26,14,14,0,-59.98908536877664
20150921_132038_image1056.png,5,46,13,13,0,-59.99928607389754
20150921_132038_image1076.png,5,57,13,13,0,-59.99258908282076
20150921_132038_image1101.png,5,58,17,17,0,-59.99665978112074
20150921_132038_image1161.png,5,21,9,9,0,-59.987615130063006
20150921_132038_image1191.png,5,18,5,5,0,-59.99372366545947
20150921_132038_image1196.png,5,33,8,8,0,-59.99390197096807
20150921_132038_image1206.png,5,23,6,6,0,-59.997867969895395
20150921_132038_image1241.png,5,9,6,6,0,-59.99228981433279
20150921_132038_image1256.png,5,26,8,8,0,-59.99072336392791
20150921_132038_image1306.png,5,36,11,11,0,-59.9961775735633
20150921_132038_image1371.png,5,107,26,26,0,-59.98998091446779
20150921_132038_image1386.png,5,108,25,25,0,-59.992666134862134
20150921_132038_image1441.png,5,23,9,9,0,-59.988747289978676
20150921_132038_image1446.png,5,23,9,9,0,-59.99574663757363
20150921_132245_image1.png,5,64,18,18,0,-59.99494907220429
20150921_132245_image46.png,5,49,13,13,0,-59.99326615985274
20150921_132245_image101.png,5,290,75,75,0,-59.990388298764856
20150921_132245_image201.png,5,146,35,35,0,-59.99290779893735
20150921_132245_image261.png,5,89,32,32,0,-59.998032623456055
20150921_132245_image301.png,5,161,37,37,0,-59.992695744015606
20150921_132245_image396.png,5,87,22,22,0,-59.99125148061216
20150921_132245_image401.png,5,129,34,34,0,-59.98801336590736
20150921_132245_image446.png,5,91,30,30,0,-59.991182814047335
20150921_132245_image501.png,5,159,41,41,0,-59.992135813142966
20150921_132245_image531.png,5,50,20,20,0,-59.99061836384158
20150921_132245_image601.png,5,123,37,37,0,-59.98986221712903
20150921_132245_image656.png,5,30,9,9,0,-59.99298823794075
20150921_132245_image701.png,5,18,5,5,0,-59.988219285463344
20150921_132245_image751.png,5,29,7,7,0,-59.994505277231326
20150921_132245_image786.png,5,18,6,6,0,-59.991921685567036
20150921_132245_image801.png,5,16,8,8,0,-59.99169597599516
20150921_132245_image836.png,5,34,8,8,0,-59.99452478457226
20150921_132245_image901.png,5,14,9,9,0,-59.9881786776364
20150921_132245_image976.png,5,11,5,5,0,-59.99359947335185
20150921_132245_image1001.png,5,25,7,7,0,-59.992867838683736
20150921_132245_image1101.png,5,103,24,24,0,-59.99495995005941
20150921_132245_image1166.png,5,88,22,22,0,-59.99183064564269
